query_raw,ref_answer
"Context: tex. r. civ. p. 166a(c); margetis v. frost nat'l bank, no. 02-12-00027-cv, 2012 wl 4936611, at *2 (tex. app.fort worth oct. 18, 2012, no pet.) (mem. op.). here, palacios is not arguing that patel failed to establish her entitlement to summary judgment as a matter of law.
Question: Is it overruling?
Answer:",No
"Context: the majority now overrules modesto insofar as it holds that failure to instruct upon a lesser included offense is prejudicial per se.
Question: Is it overruling?
Answer:",Yes
"Context: an agency's authority to adopt administrative rules is governed by the minnesota administrative procedures act (mapa), minn. stat.  14.001-.69
Question: Is it overruling?
Answer:",No
"Context: to the extent that the main opinions in edwards, giardina, and similar cases hold to the contrary, they are overruled.
Question: Is it overruling?
Answer:",Yes
"Context: we agree and overrule mukhtar to the extent that it required that daubert findings always be made by the district court.
Question: Is it overruling?
Answer:",Yes
"Context: we disapprove not about water com. v. board of supervisors, supra, 95 cal.app.4th 982, to the extent it is inconsistent with this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: today we overrule these cases and hold, consistent with rule 32(e), that the ""fair and just"" standard applies to any motion for plea withdrawal that is made prior to the defendant's sentencing.
Question: Is it overruling?
Answer:",Yes
"Context: see  state v. santos, 770 so.2d at 321 (per curiam ) (citing godinez v. moran, 509 u.s. 389, 399, 113 s.ct. 2680, 2687, 125 l.ed.2d 321 (1993)).
Question: Is it overruling?
Answer:",No
"Context: see, e.g., united states v. coven, 662 f.2d 162, 176 (2d cir. 1981).
Question: Is it overruling?
Answer:",No
"Context: we reject gaskill's facial constitutional challenges based on due process and ex post facto grounds on the same basis we rejected these challenges in state v. harris,  284 neb. 214, 817 n.w.2d 258 (2012), generally for the reasons that his due process challenge is not before us and the statutes at issue were either prospective or not punitive and thus not violative of ex post facto principles.
Question: Is it overruling?
Answer:",No
"Context: for example, disposition reports routinely set forth the circumstances of the offense as described in the police report including witness statements and the minor's statement.
Question: Is it overruling?
Answer:",No
"Context: we disapprove the statements in the opinion on rehearing in day that implied the contrary, and (like the author of those statements) we disapprove the decisions that have held the contrary.
Question: Is it overruling?
Answer:",Yes
"Context: it is our opinion that smith v. commonwealth should be and it is hereby overruled.
Question: Is it overruling?
Answer:",Yes
"Context: the court may instruct jurors regarding victim impact evidence or other sections of the final instructions (#7.11) as part of the preliminary instruction.
Question: Is it overruling?
Answer:",No
"Context: in other words, villodas-rosario's miscarriage-of-justice claim attempts to reargue the plea colloquy error that we have already addressed.
Question: Is it overruling?
Answer:",No
"Context: cummings left the service door of the garage open and went into his house to shower.
Question: Is it overruling?
Answer:",No
"Context: to the extent farmers suggests that the partridge analysis applies in the coverage determination, we disapprove of that decision.
Question: Is it overruling?
Answer:",Yes
"Context: but here, the district court denied leave to amend based on futility.
Question: Is it overruling?
Answer:",No
"Context: the order states that the assignors """"shall be treated as parties to the case for discovery purposes in producing documents and appearing for deposition . . . with the same protections and obligations applying to the assignors as apply to [the] parties.""""
Question: Is it overruling?
Answer:",No
"Context: an appellate court may affirm a district court's ruling on any ground urged below, whether or not it formed the basis for the court's original ruling.
Question: Is it overruling?
Answer:",No
"Context: the holding in associated is rejected inasmuch as we believe the district court placed undue emphasis on section 316(a), which we have found must be read in context with the other sections of the code, and also on that area of legislative history which we have found inconclusive.
Question: Is it overruling?
Answer:",Yes
"Context: for clarity, we overrule bruce's interpretation that escalation clauses must be tied to all four factors.
Question: Is it overruling?
Answer:",Yes
"Context: under tennessee rule of evidence 801, """"'hearsay' is a statement, other than one made by the declarant while testifying at the trial or hearing, offered in evidence to prove the truth of the matter asserted.""""
Question: Is it overruling?
Answer:",No
"Context: the court of appeals holding to the contrary in state v. gray, 45 kan.app.2d 522, 524, 249 p.3d 465,rev.
Question: Is it overruling?
Answer:",Yes
"Context: given the legislature's intent to permit such a lawsuit, taswell was not required to exhaust judicial remedies and challenge the administrative decision by filing a petition for a writ of mandamus.
Question: Is it overruling?
Answer:",No
"Context: therefore, to the extent that swindle is inconsistent with ely and this decision, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: jones, slip op. at 16 (citing stinson v. united states, 508 u.s. 36, 45 (1993)).
Question: Is it overruling?
Answer:",No
"Context: the federation argued that """"a change to an 84-hour bi-weekly base pay calculation was never raised by the county until after the [mos] was signed and only then, in the form of a proposed legislative change,"""" and therefore, """"the county's actions were unilateral and, as applied, adversely change[d] the pay practices for the 911 call center 40-hour classified employees.""""
Question: Is it overruling?
Answer:",No
"Context: the reasoning of our precedent, which we reject today, would mean that any prevailing market rates obtained by any non-profit legal organization affiliated with any public organization, such as the naacp or the sierra club, would allow their respective organizations to obtain an indirect benefit by decreasing the amount which each organization would need to raise to continue their non-legal activities.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, we overrule zepeda v. bulleri,
Question: Is it overruling?
Answer:",Yes
"Context:   28 the first requirement of the tacit admission rule actually has two parts: that the statement was incriminating and that the natural reaction of an innocent person would be to deny it.
Question: Is it overruling?
Answer:",No
"Context: we disapprove harris, karcher, and philips to the extent they are in conflict with this decision.
Question: Is it overruling?
Answer:",Yes
"Context: see, e.g., n. y. c. rules & regs., tit. 1, 27-01 (2018) (requiring signs by elevators showing stair locations); san francisco dept. of health, director's rules & regs., garbage and refuse (july 8, 2010) (requiring property owners to inform tenants about garbage disposal procedures).
Question: Is it overruling?
Answer:",No
"Context: miller v. hotel savoy co. is out of line with the rationale of other cases above cited; it should not be followed, and it is therefore overruled.
Question: Is it overruling?
Answer:",Yes
